(Sub-)species,Code,PC1,PC2,PC3,PC4,pca1.g1,pca2.g2,pca3.g2,pca4.g2
L. europaeus,1,2.584,-0.44,1.931,0.362,,,,
L. europaeus,1,2.411,0.198,-0.833,2.767,,,,
L. europaeus,1,2.26,-0.307,-1.151,0.517,,,,
L. europaeus,1,2.476,-0.51,1.26,-0.031,,,,
L. europaeus,1,2.237,-0.513,0.925,-0.487,,,,
L. europaeus,1,2.034,-1.454,-0.357,-1.093,,,,
L. europaeus,1,1.457,-0.325,-0.389,0.04,,,,
L. europaeus,1,2.535,-0.872,0.32,-1.254,,,,
L. europaeus,1,2.239,-0.49,-0.261,-1.106,,,,
L. europaeus,1,1.167,-0.713,-1.029,-0.641,,,,
L. europaeus,1,2.254,-0.812,0.806,-0.866,,,,
L. europaeus,1,0.851,-1.508,-1.606,-1.41,,,,
L. europaeus,1,0.851,-1.508,-1.606,-1.41,,,,
L. europaeus,1,2.633,-0.428,0.521,0.099,,,,
L. europaeus,1,2.005,-0.251,0.303,-0.523,,,,
L. europaeus,1,1.733,-0.226,-0.015,-0.103,,,,
L. europaeus,1,2.764,-0.39,0.994,-0.104,,,,
L. europaeus,1,2.503,-0.815,0.886,-0.362,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,2.592,-0.252,1.466,0.636,,,,
L. europaeus,1,1.278,-0.375,-0.738,-0.239,,,,
L. europaeus,1,2.498,-0.31,1.633,0.98,,,,
L. europaeus,1,1.13,-0.758,-1.024,-0.63,,,,
L. europaeus,1,1.304,-1.136,-0.424,-0.769,,,,
L. europaeus,1,1.304,-1.136,-0.424,-0.769,,,,
L. europaeus,1,3.008,-0.581,1.638,-0.059,,,,
L. europaeus,1,1.799,-0.685,0.375,-0.264,,,,
L. europaeus,1,2.1,-0.121,0.906,0.125,,,,
L. europaeus,1,2.465,-0.235,-0.282,1.082,,,,
L. europaeus,1,1.974,-0.198,0.749,0.07,,,,
L. europaeus,1,2.563,-0.453,1.423,0.151,,,,
L. europaeus,1,2.38,-0.175,1.376,0.653,,,,
L. europaeus,1,2.371,-0.182,1.402,0.637,,,,
L. europaeus,1,1.721,-1.034,-0.361,-1.069,,,,
L. europaeus,1,1.154,-1.11,-1.361,-1.046,,,,
L. europaeus,1,1.958,-1.27,0.273,-1.002,,,,
L. europaeus,1,2.348,-0.912,0.55,-0.348,,,,
L. europaeus,1,2.205,-0.295,-0.152,0.184,,,,
L. europaeus,1,2.205,-0.295,-0.152,0.184,,,,
L. europaeus,1,2.028,-0.187,0.941,0.128,,,,
L. europaeus,1,2.611,-0.709,0.736,0.427,,,,
L. europaeus,1,2.611,-0.709,0.736,0.427,,,,
L. europaeus,1,2.45,-0.184,1.044,0.092,,,,
L. europaeus,1,2.005,-0.437,0.189,-0.445,,,,
L. europaeus,1,1.664,-1.162,-0.602,-1.326,,,,
L. europaeus,1,2.218,-0.452,0.91,-0.239,,,,
L. europaeus,1,2.245,-1.282,-0.361,-1.5,,,,
L. europaeus,1,2.36,-0.21,0.845,0.066,,,,
L. europaeus,1,2.228,-0.965,-0.674,-1.487,,,,
L. europaeus,1,1.422,-0.765,-0.303,-0.443,,,,
L. europaeus,1,1.555,-0.653,-0.479,-0.555,,,,
L. europaeus,1,2.249,-0.547,0.118,-0.732,,,,
L. europaeus,1,2.239,-0.109,0.406,0.909,,,,
L. europaeus,1,2.252,-0.417,0.952,-0.266,,,,
L. europaeus,1,2.65,-0.561,1.478,0.115,,,,
L. europaeus,1,1.316,-0.552,-0.943,-0.731,,,,
L. europaeus,1,1.832,-1.433,-0.938,-1.779,,,,
L. europaeus,1,2.259,-0.698,0.372,-0.774,,,,
L. europaeus,1,1.557,-0.712,-0.326,-0.468,,,,
L. europaeus,1,2.544,-0.523,1.346,0.297,,,,
L. europaeus,1,2.604,-0.221,1.312,0.599,,,,
L. europaeus,1,2.568,-0.506,1.342,0.472,,,,
L. europaeus,1,2.233,-0.021,-0.175,1.62,,,,
L. europaeus,1,1.913,-0.254,-0.849,-0.399,,,,
L. europaeus,1,2.417,-0.593,1.288,-0.207,,,,
L. europaeus,1,2.794,-0.452,1.488,0.58,,,,
L. europaeus,1,2.479,-0.181,1.368,0.617,,,,
L. europaeus,1,2.69,-0.532,1.15,-0.149,,,,
L. europaeus,1,2.077,-0.078,0.749,0.01,,,,
L. europaeus,1,2.411,-1.079,0.416,-1.358,,,,
L. europaeus,1,1.545,-0.957,-0.831,-1.009,,,,
L. europaeus,1,2.016,-0.225,0.387,-0.066,,,,
L. europaeus,1,1.731,0.04,0.168,-0.218,,,,
L. europaeus,1,1.366,-0.62,-0.994,-0.723,,,,
L. europaeus,1,1.28,-0.767,-1.063,-0.658,,,,
L. europaeus,1,2.872,-0.744,1.223,0.533,,,,
L. europaeus,1,1.906,-0.85,0.499,-0.427,,,,
L. europaeus,1,1.849,-1.098,-0.422,-0.896,,,,
L. europaeus,1,2.075,-0.78,-0.119,-0.542,,,,
L. europaeus,1,2.01,-0.819,-0.281,-1.056,,,,
L. europaeus,1,2.63,-1.487,0.93,-0.237,,,,
L. europaeus,1,2.231,-1.145,-0.206,-1.459,,,,
L. europaeus,1,2.4,-1.017,-0.008,-0.829,,,,
L. europaeus,1,2.382,-1.243,0.331,-0.691,,,,
L. europaeus,1,2.459,-0.198,-0.141,1.225,,,,
L. europaeus,1,2.373,-0.99,0.255,-1.191,,,,
L. europaeus,1,1.178,-1.078,-1.332,-1.061,,,,
L. europaeus,1,1.89,-0.457,-0.526,-0.695,,,,
L. europaeus,1,2.479,-0.913,0.236,-0.419,,,,
L. europaeus,1,2.969,-0.846,1.137,-0.496,,,,
L. europaeus,1,2.34,-0.685,0.356,-0.811,,,,
L. europaeus,1,1.914,-0.696,0.558,-0.229,,,,
L. europaeus,1,1.272,-1.1,-0.967,-0.959,,,,
L. europaeus,1,1.333,-0.723,-1.049,-0.678,,,,
L. europaeus,1,2.269,-0.201,0.89,0.083,,,,
L. europaeus,1,1.7,-1.121,0.048,-0.651,,,,
L. europaeus,1,2.144,-0.249,0.717,0.049,,,,
L. europaeus,1,1.478,-0.669,-1.045,-0.727,,,,
L. europaeus,1,1.189,-1.126,-1.365,-1.06,,,,
L. europaeus,1,2.355,-0.797,1.132,0.118,,,,
L. europaeus,1,2.593,-0.822,1.207,0.624,,,,
L. europaeus,1,2.279,-0.527,-0.193,-1.189,,,,
L. europaeus,1,2.103,-0.969,-0.616,-1.463,,,,
L. europaeus,1,2.161,-0.828,-0.182,-0.527,,,,
L. europaeus,1,2.258,-0.414,-0.767,2,,,,
L. europaeus,1,1.143,-1.489,-1.278,-1.34,,,,
L. europaeus,1,2.852,-0.348,1.567,0.582,,,,
L. europaeus,1,2.74,0.273,-0.948,3.357,,,,
L. europaeus,1,2.606,-0.613,0.886,0.136,,,,
L. europaeus,1,2.377,-0.843,0.235,-0.706,,,,
L. europaeus,1,2.312,-0.571,0.621,-0.517,,,,
L. europaeus,1,2.336,-0.301,1.346,0.587,,,,
L. europaeus,1,2.121,-0.696,0.871,0.151,,,,
L. europaeus,1,3.111,-0.619,2.109,0.576,,,,
L. europaeus,1,1.432,-0.705,-0.664,-0.573,,,,
L. europaeus,1,1.637,-0.934,-0.862,-1.027,,,,
L. europaeus,1,1.974,-0.371,-0.489,-0.739,,,,
L. europaeus,1,2.508,-0.761,-0.33,-0.64,,,,
L. europaeus,1,1.74,-0.811,-0.231,-0.645,,,,
L. europaeus,1,3.123,-0.39,1.245,0.084,,,,
L. europaeus,1,2.82,-0.113,1.913,0.621,,,,
L. europaeus,1,2.171,-0.364,-0.696,-0.734,,,,
L. europaeus,1,2.066,-0.83,-1.56,0.238,,,,
L. europaeus,1,3.154,-0.067,-0.043,1.599,,,,
L. europaeus,1,3.142,-0.535,0.698,-0.304,,,,
L. europaeus,1,1.998,-0.409,-0.654,-0.691,,,,
L. europaeus,1,2.87,-0.037,1.259,0.514,,,,
L. europaeus,1,3.222,-0.577,1.3,0.415,,,,
L. europaeus,1,2.251,-0.234,0.002,-0.138,,,,
L. europaeus,1,3.368,-0.925,0.981,-0.105,,,,
L. europaeus,1,2.883,-0.602,0.619,0.044,,,,
L. europaeus,1,3.018,-0.675,1.27,-0.775,,,,
L. europaeus,1,1.995,-1.09,-1.243,-1.561,,,,
L. europaeus,1,2.417,-1.035,-0.055,0.143,,,,
L. europaeus,1,1.363,-1.067,-1.458,-1.094,,,,
L. europaeus,1,1.782,-1.275,-1.207,-1.548,,,,
L. europaeus,1,2.977,-1.018,0.608,-0.573,,,,
L. europaeus,1,1.761,-0.218,-0.871,-0.341,,,,
L. europaeus,1,2.382,-0.656,-0.421,-1.134,,,,
L. europaeus,1,2.98,-0.426,1.286,0.122,,,,
L. europaeus,1,3.199,-0.429,0.026,0.521,,,,
L. europaeus,1,2.51,-0.812,-0.004,-0.243,,,,
L. europaeus,1,3.075,-0.169,-0.538,1.547,,,,
L. europaeus,1,2.376,-0.754,-0.039,-0.142,,,,
L. europaeus,1,2.923,-0.573,0.164,-0.541,,,,
L. europaeus,1,1.806,-0.703,-1.08,-0.921,,,,
L. europaeus,1,2.918,-0.789,0.109,-0.515,,,,
L. europaeus,1,3.028,-0.358,0.437,0.201,,,,
L. europaeus,1,2.38,-0.67,-0.392,-1.138,,,,
L. europaeus,1,2.718,-0.957,-0.304,-1.359,,,,
L. europaeus,1,2.796,-0.58,0.23,-0.899,,,,
L. europaeus,1,2.117,-0.859,-1.024,-1.127,,,,
L. europaeus,1,1.825,-0.276,-0.503,-0.045,,,,
L. europaeus,1,1.825,-0.276,-0.503,-0.045,,,,
L. europaeus,1,2.659,-0.79,0.589,-0.383,,,,
L. europaeus,1,3.782,-0.255,0.204,2.212,,,,
L. europaeus,1,2.8,-0.373,1.097,0.153,,,,
L. europaeus,1,2.702,-0.98,-0.081,-1.302,,,,
L. europaeus,1,1.758,-0.665,-1.203,-0.764,,,,
L. europaeus,1,2.311,-0.863,-0.88,-1.336,,,,
L. europaeus,1,2.362,-1.293,-0.79,-1.519,,,,
L. europaeus,1,3.141,-0.588,0.663,-0.103,,,,
L. europaeus,1,3.051,-0.28,1.485,0.521,,,,
L. europaeus,1,2.711,-0.933,0.099,-0.621,,,,
L. europaeus,1,3.02,-0.56,1.129,0.179,,,,
L. europaeus,1,2.999,-0.594,0.832,-0.214,,,,
L. europaeus,1,2.376,-0.231,0.769,0.084,,,,
L. europaeus,1,2.681,-0.627,0.262,-0.873,,,,
L. europaeus,1,2.876,-0.345,1.312,0.421,,,,
L. europaeus,1,3.348,-0.097,-0.229,1.099,,,,
L. europaeus,1,2.971,-0.629,0.233,-0.63,,,,
L. europaeus,1,2.466,-0.968,-0.085,-1.172,,,,
L. europaeus,1,2.809,-0.876,-0.03,-0.897,,,,
L. europaeus,1,2.707,-0.895,0.177,-0.512,,,,
L. europaeus,1,3.013,-0.643,0.551,-0.817,,,,
L. europaeus,1,1.245,-0.805,-0.754,-0.927,,,,
L. europaeus,1,1.245,-0.805,-0.754,-0.927,,,,
L. europaeus,1,3.008,-0.581,1.638,-0.059,,,,
L. europaeus,1,2.45,-0.184,1.044,0.092,,,,
L. europaeus,1,0.951,-1.19,-0.349,-0.693,,,,
L. europaeus,1,0.789,-0.978,-0.483,-0.782,,,,
L. europaeus,1,2.166,-0.592,0.505,-0.572,,,,
L. europaeus,1,1.126,-0.757,-1.024,-0.629,,,,
L. europaeus,1,1.863,-0.603,0.722,-0.453,,,,
L. europaeus,1,2.205,-0.295,-0.152,0.184,,,,
L. europaeus,1,1.115,-0.409,-0.407,-0.554,,,,
L. europaeus,1,1.13,-0.758,-1.024,-0.63,,,,
L. europaeus,1,1.825,-0.276,-0.503,-0.045,,,,
L. europaeus,1,0.764,-0.732,-0.91,-0.572,,,,
L. europaeus,1,1.494,-0.831,-0.121,-0.425,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,0.973,-0.409,-0.693,-0.206,,,,
L. europaeus,1,2.345,-0.327,1.56,0.832,,,,
L. europaeus,1,1.402,-0.802,0.554,-0.585,,,,
L. europaeus,1,1.133,-0.776,-1.039,-0.623,,,,
L. europaeus,1,1.114,-0.955,-0.774,-0.945,,,,
L. europaeus,1,2.257,-0.249,1.314,0.702,,,,
L. europaeus,1,1.558,-1.33,-0.194,-1.138,,,,
L. europaeus,1,1.181,-0.338,-0.621,-0.264,,,,
L. europaeus,1,1.89,-0.99,0.455,-0.887,,,,
L. europaeus,1,1.554,-0.898,0.009,-0.796,,,,
L. europaeus,1,1.446,-0.971,-0.697,-1.091,,,,
L. europaeus,1,2.026,-0.573,0.749,-0.497,,,,
L. europaeus,1,-1.04,1.789,2.496,0.136,,,,
L. europaeus,1,-0.156,0.869,2.139,-0.226,,,,
L. europaeus,1,-1.079,1.395,1.825,0.182,,,,
L. europaeus,1,-1.266,1.718,2.209,0.035,,,,
L. europaeus,1,-0.925,1.147,2.272,-0.742,,,,
L. europaeus,1,-0.783,1.581,2.789,0.762,,,,
L. europaeus,1,-0.924,1.783,3.328,-0.132,,,,
L. europaeus,1,-0.813,1.97,3.744,0.731,,,,
L. europaeus,1,-0.786,1.052,2.62,0.904,,,,
L. europaeus,1,-1.061,2.296,1.01,-0.523,,,,
L. europaeus,1,-1.06,2.862,0.693,0.239,,,,
L. europaeus,1,-0.869,0.911,1.472,0.671,,,,
L. europaeus,1,-0.829,0.896,1.377,0.319,,,,
L. europaeus,1,-0.829,0.896,1.377,0.319,,,,
L. europaeus,1,-0.424,0.903,3.037,0.852,,,,
L. europaeus,1,-0.045,0.792,3.363,1.528,,,,
L. europaeus,1,-0.416,3.122,2.237,-1.005,,,,
L. europaeus,1,-0.975,2.356,1.361,-1.558,,,,
L. europaeus,1,-1.324,1.622,1.166,-0.054,,,,
L. europaeus,1,-1.324,1.622,1.166,-0.054,,,,
L. europaeus,1,-1.06,3.092,1.682,-1.685,,,,
L. europaeus,1,-1.06,3.092,1.682,-1.685,,,,
L. europaeus,1,-1.135,1.78,1.615,-0.522,,,,
L. europaeus,1,-0.899,2.667,2.205,-1.071,,,,
L. europaeus,1,-0.605,1.428,1.879,-1.086,,,,
L. europaeus,1,-0.474,0.912,2.257,-0.127,,,,
L. europaeus,1,-0.612,1.308,2.401,0.275,,,,
L. europaeus,1,-0.863,1.647,2.532,-0.043,,,,
L. europaeus,1,-0.568,2.273,3.876,0.757,,,,
L. europaeus,1,-1.86,3.717,-0.057,-0.909,,,,
L. europaeus,1,-0.808,3.346,0.506,-1.615,,,,
L. europaeus,1,-0.802,1.48,2.105,0.192,,,,
L. europaeus,1,-0.802,1.48,2.105,0.192,,,,
L. europaeus,1,-0.339,2.45,1.407,1.204,,,,
L. europaeus,1,0.107,1.504,2.594,1.182,,,,
L. europaeus,1,-1.109,0.761,2.354,0.97,,,,
L. europaeus,1,-0.825,1.217,1.939,-0.149,,,,
L. europaeus,1,-0.825,1.217,1.939,-0.149,,,,
L. europaeus,1,-0.514,1.754,1.565,0.601,,,,
L. europaeus,1,-0.351,0.788,1.671,-0.685,,,,
L. europaeus,1,-1.752,3.532,1.744,0.083,,,,
L. europaeus,1,-1.09,1.947,3.133,0.959,,,,
L. europaeus,1,-1.253,1.9,1.089,-1.412,,,,
L. europaeus,1,-0.377,0.732,2.429,0.654,,,,
L. europaeus,1,-1.09,1.947,3.133,0.959,,,,
L. europaeus,1,-1.216,0.518,1.44,-0.013,,,,
L. europaeus,1,-1.063,1.68,2.069,-0.26,,,,
L. europaeus,1,-1.833,3.158,1.835,-0.34,,,,
L. europaeus,1,-0.618,1.782,2.981,0.552,,,,
L. europaeus,1,-0.653,2.033,3.271,0.596,,,,
L. europaeus,1,-1.138,1.221,2.605,0.178,,,,
L. europaeus,1,-1.228,1.064,1.597,-0.949,,,,
L. europaeus,1,-1.228,1.064,1.597,-0.949,,,,
L. europaeus,1,-0.966,0.964,2.233,-0.233,,,,
L. europaeus,1,-1.046,3.13,2.3,-1.015,,,,
L. europaeus,1,-0.782,1.961,1.907,-0.064,,,,
L. europaeus,1,-0.797,3.021,2.384,-0.579,,,,
L. europaeus,1,-1.583,2.965,1.231,-1.031,,,,
L. europaeus,1,-1.984,1.421,0.956,-0.037,,,,
L. europaeus,1,-0.325,2.002,3.683,1.052,,,,
L. europaeus,1,-1.044,1.216,2.887,0.918,,,,
L. europaeus,1,-1.044,1.216,2.887,0.918,,,,
L. europaeus,1,-1.139,1.124,1.63,-0.109,,,,
L. europaeus,1,-0.823,2.367,1.479,-0.829,,,,
L. europaeus,1,-0.823,2.367,1.479,-0.829,,,,
L. europaeus,1,-0.459,0.829,3.715,0.808,,,,
L. europaeus,1,-1.564,3.919,0.851,-2.039,,,,
L. europaeus,1,-1.564,3.919,0.851,-2.039,,,,
L. europaeus,1,-0.956,2.709,1.508,-0.967,,,,
L. europaeus,1,-0.885,-0.837,1.744,-0.089,,,,
L. europaeus,1,-1.262,-0.343,1.332,0.241,,,,
L. europaeus,1,-1.262,-0.343,1.332,0.241,,,,
L. europaeus,1,-1.867,1.436,2.65,0.613,,,,
L. europaeus,1,-1.287,1.537,2.47,0.27,,,,
L. europaeus,1,-1.285,-0.071,1.926,-0.009,,,,
L. europaeus,1,-0.446,0.683,2.317,0.411,,,,
L. europaeus,1,-1.402,0.703,2.431,0.275,,,,
L. europaeus,1,-0.968,0.571,1.409,-0.103,,,,
L. europaeus,1,-0.73,0.487,1.816,0.5,,,,
L. europaeus,1,-0.73,0.487,1.816,0.5,,,,
L. europaeus,1,-0.73,0.487,1.816,0.5,,,,
L. europaeus,1,-1.894,2.474,0.845,-0.879,,,,
L. europaeus,1,-1.602,0.038,1.395,-0.006,,,,
L. europaeus,1,-0.73,0.487,1.816,0.5,,,,
L. europaeus,1,-0.452,0.061,2.913,0.362,,,,
L. europaeus,1,-0.857,1.607,2.94,-0.355,,,,
L. europaeus,1,-1.533,2.67,0.932,-1.852,,,,
L. europaeus,1,-1.999,0.207,1.39,-0.18,,,,
L. europaeus,1,-2.323,-0.009,0.587,-0.293,,,,
L. europaeus,1,-1.683,-0.318,1.543,0.139,,,,
L. europaeus,1,-1.824,-0.134,0.881,-0.178,,,,
L. europaeus,1,-1.389,0.516,2.205,-0.015,,,,
L. europaeus,1,-0.517,2.543,3.278,0.705,,,,
L. europaeus,1,-0.517,2.543,3.278,0.705,,,,
L. europaeus,1,-0.918,2.097,2.823,0.017,,,,
L. europaeus,1,-1.716,-1.023,-0.234,-0.136,,,,
L. europaeus,1,-1.578,-0.891,0.832,-0.362,,,,
L. europaeus,1,-1.678,0.579,1.724,0.45,,,,
L. europaeus,1,-0.911,3.511,1.468,-1.373,,,,
L. europaeus,1,-2.249,-1.531,-0.538,-0.959,,,,
L. europaeus,1,-1.96,2.563,2.201,-0.904,,,,
L. europaeus,1,-1.901,1.286,1.936,0.101,,,,
L. europaeus,1,-2.695,-0.126,0.976,0.252,,,,
L. europaeus,1,-1.339,3.455,1.459,-1.474,,,,
L. europaeus,1,-1.913,3.882,1.171,-0.924,,,,
L. europaeus,1,-0.997,1.64,1.802,0.053,,,,
L. europaeus,1,-0.726,2.213,2.476,0.067,,,,
L. europaeus,1,-2.379,1.285,0.769,-0.688,,,,
L. europaeus,1,-1.78,-1.169,-0.022,-0.284,,,,
L. europaeus,1,-1.217,2.472,1.66,-0.939,,,,
L. europaeus,1,-1.217,2.472,1.66,-0.939,,,,
L. europaeus,1,-2.038,0.764,2.159,0.407,,,,
L. europaeus,1,-0.924,1.569,3.028,0.42,,,,
L. europaeus,1,-1.009,2.174,0.8,-1.126,,,,
L. europaeus,1,-1.277,2.957,0.478,-0.998,,,,
L. europaeus,1,-0.911,1.753,1.393,0.312,,,,
L. europaeus,1,-0.887,2.407,1.469,0.296,,,,
L. europaeus,1,-0.841,2.285,1.758,0.363,,,,
L. europaeus,1,-1.192,2.388,0.674,-0.204,,,,
L. europaeus,1,-1.479,2.616,1.288,-0.475,,,,
L. europaeus,1,-0.697,1.535,1.196,0.639,,,,
L. europaeus,1,-1.198,3.053,2.381,-1.011,,,,
L. europaeus,1,-0.976,2.423,2.703,-0.073,,,,
L. europaeus,1,-0.941,1.515,2.35,0.112,,,,
L. europaeus,1,-1.525,1.851,0.867,-0.176,,,,
L. europaeus,1,-1.165,1.427,1.298,0.144,,,,
L. europaeus,1,-1.165,1.427,1.298,0.144,,,,
L. europaeus,1,-1.19,1.938,1.979,-0.096,,,,
L. europaeus,1,-1.243,2.495,2.884,-0.253,,,,
L. europaeus,1,-1.057,3.436,1.722,-1.039,,,,
L. europaeus,1,-1.172,2.661,2.398,-0.166,,,,
L. europaeus,1,-1.058,3.513,2.103,-1.093,,,,
L. europaeus,1,-2.061,-0.644,0.583,0.118,,,,
L. europaeus,1,-2.536,-0.329,0.635,0.383,,,,
L. europaeus,1,-1.55,1.515,2.204,0.11,,,,
L. europaeus,1,-1.515,1.238,2.192,0.296,,,,
L. europaeus,1,-1.179,2.577,2.94,-0.116,,,,
L. europaeus,1,-1.179,2.577,2.94,-0.116,,,,
L. europaeus,1,-1.179,2.577,2.94,-0.116,,,,
L. europaeus,1,-2.907,1.871,2.155,-0.329,,,,
L. europaeus,1,-1.062,3.643,3.439,-0.072,,,,
L. europaeus,1,-1.008,2.466,2.897,0.299,,,,
L. europaeus,1,-1.233,2.771,2.883,-0.053,,,,
L. europaeus,1,-2.125,4.176,0.936,-2.418,,,,
L. europaeus,1,-1.467,5.873,0.616,-2.87,,,,
L. europaeus,1,-2.199,0.693,1.691,-0.514,,,,
L. europaeus,1,-2.182,0.375,1.085,-0.079,,,,
L. europaeus,1,-2.329,-0.651,1.601,0.41,,,,
L. europaeus,1,-2.155,1.341,2.463,-0.162,,,,
L. europaeus,1,-2.155,1.341,2.463,-0.162,,,,
L. europaeus,1,-2.287,-0.425,0.801,-0.563,,,,
L. europaeus,1,-1.584,1.967,2.549,-0.323,,,,
L. europaeus,1,-2.124,0.396,1.785,0.249,,,,
L. europaeus,1,-0.985,2.269,1.928,0.051,,,,
L. europaeus,1,-1.956,-1.17,0.693,-0.061,,,,
L. europaeus,1,-1.152,2.161,2.817,0.159,,,,
L. europaeus,1,-1.563,2.178,2.557,0.136,,,,
L. europaeus,1,-1.448,-0.597,0.511,-0.177,,,,
L. europaeus,1,-0.67,3.238,2.417,0.016,,,,
L. europaeus,1,-1.19,2.41,2.577,-0.547,,,,
L. europaeus,1,-1.608,0.123,0.697,-0.841,,,,
L. europaeus,1,-2.143,-0.266,1.422,-0.443,,,,
L. europaeus,1,-1.802,0.05,1.825,-0.675,,,,
L. europaeus,1,-2.799,-0.282,1.042,-0.422,,,,
L. europaeus,1,-1.957,0.809,0.837,0.014,,,,
L. europaeus,1,-1.708,-0.439,1.269,0.557,,,,
L. europaeus,1,-0.827,1.863,1.153,0.021,,,,
L. europaeus,1,-0.951,2.631,2.46,-0.154,,,,
L. europaeus,1,-0.86,0.73,0.636,-0.538,,,,
L. europaeus,1,-0.384,2.027,1.968,0.662,,,,
L. europaeus,1,-1.316,1.574,1.429,-0.769,,,,
L. europaeus,1,-0.485,1.933,2.812,-0.167,,,,
L. europaeus,1,-1.994,-0.502,0.252,0.338,,,,
L. europaeus,1,-1.801,-1.201,-0.401,-0.09,,,,
L. europaeus,1,-1.857,-1.117,-0.335,-0.103,,,,
L. europaeus,1,-1.813,-0.486,0.082,0.275,,,,
L. europaeus,1,-2.631,-1.709,-0.277,0.284,,,,
L. europaeus,1,-1.355,-0.721,-0.256,0.25,,,,
L. europaeus,1,-1.946,0.099,0.759,0.045,,,,
L. europaeus,1,-2.173,-1.876,-0.738,-0.318,,,,
L. europaeus,1,-2.033,-1.224,-0.264,0.001,,,,
L. europaeus,1,-1.549,-1.129,-0.53,-0.118,,,,
L. europaeus,1,-1.911,-0.941,-0.318,-0.088,,,,
L. europaeus,1,-1.302,-1.552,0.014,-0.687,,,,
L. europaeus,1,-1.952,-1.217,-0.337,-0.057,,,,
L. europaeus,1,-2.033,-1.101,-0.302,-0.042,,,,
L. europaeus,1,-1.708,-1.547,-0.832,-0.498,,,,
L. europaeus,1,-1.931,-1.223,-0.334,-0.011,,,,
L. europaeus,1,-1.799,-1.233,-0.429,-0.075,,,,
L. europaeus,1,-2.04,-1.119,0.294,0.159,,,,
L. europaeus,1,-1.184,-1.191,-0.031,0.008,,,,
L. europaeus,1,-1.36,-0.954,-0.461,-0.158,,,,
L. europaeus,1,-0.116,-1.22,-0.49,-0.662,,,,
L. europaeus,1,-0.656,-0.998,0.29,-0.051,,,,
L. europaeus,1,-0.42,-0.632,1.095,-0.218,,,,
L. europaeus,1,-2.224,-0.516,0.473,0.246,,,,
L. europaeus,1,-0.767,-0.588,0.099,-0.059,,,,
L. europaeus,1,-0.767,-0.588,0.099,-0.059,,,,
L. europaeus,1,-0.083,-0.597,-0.335,-0.043,,,,
L. europaeus,1,-0.083,-0.597,-0.335,-0.043,,,,
L. europaeus,1,-0.81,-0.328,-0.013,0.034,,,,
L. europaeus,1,-0.92,-1.385,-0.45,-0.968,,,,
L. europaeus,1,-1.196,-0.684,-0.03,0.199,,,,
L. europaeus,1,-1.196,-0.684,-0.03,0.199,,,,
L. europaeus,1,-0.508,-0.887,0.02,-0.241,,,,
L. europaeus,1,-0.508,-0.887,0.02,-0.241,,,,
L. europaeus,1,-0.522,-0.716,0.684,-0.001,,,,
L. europaeus,1,-0.522,-0.716,0.684,-0.001,,,,
L. europaeus,1,-0.395,-1.008,0.108,-0.272,,,,
L. europaeus,1,-0.395,-1.008,0.108,-0.272,,,,
L. europaeus,1,-1.251,-0.479,0.243,0.076,,,,
L. europaeus,1,-1.251,-0.479,0.243,0.076,,,,
L. europaeus,1,-1,-0.379,1.491,0.013,,,,
L. europaeus,1,-1,-0.379,1.491,0.013,,,,
L. europaeus,1,-1,-0.379,1.491,0.013,,,,
L. europaeus,1,-0.394,-0.634,0.766,-0.071,,,,
L. europaeus,1,-0.394,-0.634,0.766,-0.071,,,,
L. europaeus,1,-1.625,-0.104,1.479,0.643,,,,
L. europaeus,1,-1.625,-0.104,1.479,0.643,,,,
L. europaeus,1,-0.426,-0.505,-0.039,-0.067,,,,
L. europaeus,1,-0.426,-0.505,-0.039,-0.067,,,,
L. europaeus,1,-0.782,-0.759,-0.425,-0.329,,,,
L. europaeus,1,-0.782,-0.759,-0.425,-0.329,,,,
L. europaeus,1,-0.316,-1.374,-0.689,-0.364,,,,
L. europaeus,1,-0.316,-1.374,-0.689,-0.364,,,,
L. europaeus,1,-0.422,-1.754,-0.994,-0.763,,,,
L. europaeus,1,-0.422,-1.754,-0.994,-0.763,,,,
L. europaeus,1,-0.71,-0.873,0.28,-1.016,,,,
L. europaeus,1,-0.71,-0.873,0.28,-1.016,,,,
L. europaeus,1,-0.872,-1.017,-0.025,-0.631,,,,
L. europaeus,1,-1.008,-1.014,-0.423,-0.235,,,,
L. europaeus,1,-0.693,-1.124,-0.518,-0.299,,,,
L. europaeus,1,-0.693,-1.124,-0.518,-0.299,,,,
L. europaeus,1,-0.459,-0.727,-0.567,-0.391,,,,
L. europaeus,1,-0.459,-0.727,-0.567,-0.391,,,,
